User_ID,user_diet,preferred_cuisines,monthly_budget_inr,purchase_date,Product_ID,Product_Name,Brand,Category,Subcategory,unit,unit_price_inr,quantity_purchased,discount_applied,total_spent_inr,storage_type,expiration_date,days_to_expiry,quantity_on_hand,reorder_level,reorder_quantity,payment_method,store_type,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,product_diet_tags,recipe_id,recipe_name,recipe_cuisine,recipe_cook_time_min,ingredient_product_ids,ingredient_qtys,recipe_instructions,user_monthly_spend_inr,category_spend_share
U0035,jain-friendly,Italian,13654,2024-07-24,P00499,Sunflower Oil Premium,Borges,oils_ghee,sunflower_oil,mL,849.79,1313.0,0.18,696.83,ambient,2025-11-16,480,437,7,2,Debit Card,offline,864.5,0.0,96.44,0.0,0.0,0.0,0.0,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1081.06,0.6446
U0009,egg-free,"Gujarati,Mexican,Indian",5417,2025-02-19,P00583,Chips Select,Dabur,snacks,chips,pcs,218.32,6.0,0.0,1309.92,ambient,2025-08-21,183,6,4,5,UPI,offline,582.5,7.57,24.0,30.06,2.0,1.01,656.1,"egg-free,jain-friendly,lactose-free,vegan,vegetarian",R0231,Upma Chef's Pick,Gujarati,77,P00369;P00215;P00452;P00590;P00076,313 g;150 g;1.16 L;241 g;325 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,5506.95,0.2379
U0039,vegan,North Indian,6321,2024-10-15,P00093,Allium Select,Nandini,vegetables,allium,pcs,195.74,22.0,0.0,4306.28,chilled,2024-10-20,5,22,5,4,Credit Card,offline,46.2,3.18,0.08,16.04,1.56,4.5,5.3,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,4721.64,0.912
U0036,"egg-free,vegetarian","Gujarati,Italian,Goan",3765,2024-08-09,P00268,Buns Daily,Maggi,bakery,buns,g,45.94,911.0,0.1,41.35,ambient,2024-08-14,5,303,4,3,Credit Card,offline,324.2,11.23,2.76,71.97,2.0,3.895,838.5,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,172.95,1.0
U0114,"egg-free,vegetarian",Gujarati,8506,2024-12-02,P00077,Gourd Premium,Haldiram,vegetables,gourd,pcs,125.46,12.0,0.04,1445.3,frozen,2024-12-11,9,12,2,4,Cash,offline,40.5,1.28,1.31,9.45,2.67,5.39,12.6,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,4089.23,0.3923
U0013,nut-free,Maharashtrian,11829,2024-08-17,P00554,Condiment Family,Dabur,spices_masala,condiment,g,477.24,444.0,0.0,477.24,chilled,2024-10-29,73,111,1,2,Cash,offline,406.9,16.85,13.32,51.09,29.6,4.79,79.1,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,3208.42,0.1487
U0079,vegetarian,Rajasthani,9773,2024-07-05,P00587,Chips Daily,Amul,snacks,chips,pcs,95.27,1.0,0.0,95.27,frozen,2025-04-24,293,1,1,2,Credit Card,online,455.9,3.61,19.94,40.04,2.86,6.65,276.4,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0014,Noodles Chef's Pick,Indian,33,P00337;P00046;P00665;P00354;P00003;P00270;P00676,139 g;2 pcs;415 g;4 pcs;4 pcs;151 g;1.42 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,6664.99,0.0143
U0026,gluten-free,Punjabi,10726,2024-07-02,P00525,Paste Select,MDH,spices_masala,paste,g,249.64,730.0,0.05,237.16,ambient,2025-06-15,348,146,1,3,Wallet,offline,210.1,6.73,13.07,44.07,19.88,2.72,55.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0089,Khichdi Fusion,Gujarati,30,P00247;P00089;P00283;P00607;P00496,91 g;444 g;3 pcs;372 mL;376 mL,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,237.16,1.0
U0029,keto,Rajasthani,9545,2025-03-23,P00296,Cookies Daily,Dabur,bakery,cookies,pcs,134.27,3.0,0.14,346.42,frozen,2025-03-29,6,3,4,1,Wallet,online,387.8,3.83,19.95,55.1,2.69,3.895,948.4,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1185.72,0.2922
U0114,"egg-free,vegetarian",Gujarati,8506,2025-03-13,P00707,Frozen Veg Fresh,Haldiram,frozen,frozen_veg,g,94.87,1428.0,0.11,84.43,ambient,2026-08-08,513,714,6,4,NetBanking,offline,43.2,3.97,16.95,14.95,1.85,3.28,682.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,4417.73,0.0191
U0075,vegetarian,"Hyderabadi,Maharashtrian,Mediterranean",11237,2025-06-07,P00670,Purees Daily,MotherDairy,baby_food,purees,pcs,409.92,12.0,0.0,4919.04,ambient,2025-10-07,122,12,7,5,Credit Card,online,94.4,3.08,2.42,9.46,0.69,7.28,39.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,5133.65,0.9582
U0109,lactose-free,Punjabi,8658,2025-01-22,P00131,Wheat Daily,Dabur,grains,wheat,kg,68.15,0.82,0.05,64.74,frozen,2026-04-16,449,410,9,5,Cash,offline,314.3,8.67,9.41,63.94,5.56,0.81,0.3,"egg-free,gluten-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0267,Stir-Fry Fusion,Goan,89,P00550;P00536;P00230,1.29 kg;113 g;261 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,1743.61,0.0371
U0001,none,Indian,4071,2025-05-02,P00410,Lassi Daily,Everest,beverages,lassi,L,277.77,3.92,0.0,277.77,chilled,2025-12-14,226,1960,9,3,Debit Card,online,43.2,0.04,0.45,9.94,1.46,6.48,43.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0020,Pasta Fusion,Hyderabadi,41,P00465;P00693;P00305;P00488;P00225;P00526;P00159,0.83 L;0.6 kg;327 g;450 mL;83 g;1.49 kg;267 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,533.22,0.5209
U0097,jain-friendly,Goan,5874,2024-08-07,P00006,Citrus Select,Nestle,fruits,citrus,pcs,176.91,20.0,0.12,3113.62,chilled,2024-08-14,7,20,9,1,NetBanking,offline,56.5,1.33,0.46,14.21,1.26,1.63,2.6,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0258,Sandwich Chef's Pick,North Indian,70,P00111;P00574;P00507,1.22 kg;4 pcs;0.58 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,5100.29,0.6105
U0058,"egg-free,vegetarian",North Indian,4851,2025-05-11,P00030,Pome Premium,Nandini,fruits,pome,g,242.06,181.0,0.0,242.06,ambient,2025-05-17,6,60,3,3,Debit Card,online,66.5,1.58,0.26,10.29,1.96,12.26,2.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0003,Stir-Fry Express,Maharashtrian,31,P00198;P00367;P00111;P00461,380 g;417 g;1.21 kg;1.03 L,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,506.95,0.4775
U0053,"gluten-free,vegetarian","Punjabi,Indian",7366,2024-12-08,P00164,Peas Daily,Britannia,legumes_pulses,peas,kg,109.06,3.64,0.06,102.52,frozen,2026-03-22,469,728,5,3,Cash,offline,296.0,8.91,3.96,18.92,8.38,2.94,2.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0051,Stir-Fry Express,Maharashtrian,26,P00273;P00101;P00659;P00067;P00696,1 pcs;3 pcs;453 g;1.25 kg;3 pcs,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,102.52,1.0
U0009,egg-free,"Gujarati,Mexican,Indian",5417,2024-07-23,P00122,Rice Classic,Haldiram,grains,rice,kg,75.91,2.81,0.0,75.91,frozen,2024-12-08,138,1405,7,5,NetBanking,online,338.2,9.63,2.94,82.14,6.1,0.83,7.2,"egg-free,gluten-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0223,Noodles Delight,Indian,14,P00680;P00082;P00327;P00710;P00264;P00108,370 g;77 g;194 g;1.26 kg;227 g;318 g,Not Specified,231.98,0.3272
U0080,gluten-free,"Punjabi,North Indian,Hyderabadi",11037,2025-05-13,P00233,Cheese Fresh,Britannia,dairy,cheese,g,98.33,1389.0,0.22,76.7,chilled,2025-05-24,11,277,5,5,NetBanking,online,202.0,2.65,0.83,6.8,0.0,3.55,89.0,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegetarian",R0224,Tawa Mix Special,North Indian,77,P00421;P00114;P00707;P00184;P00672;P00576;P00694,439 mL;81 g;442 g;0.8 kg;4 pcs;122 g;1 pcs,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,370.48,0.5956
U0104,none,"Punjabi,Maharashtrian",3088,2024-07-08,P00243,Paneer Family,Parle,dairy,paneer,g,317.42,1215.0,0.14,272.98,chilled,2024-07-18,10,243,2,5,Credit Card,online,47.7,4.14,1.0,2.26,0.0,8.58,30.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,914.18,0.2986
U0115,lactose-free,"Rajasthani,Italian,Maharashtrian",9067,2025-06-28,P00285,Buns Premium,Haldiram,bakery,buns,g,141.57,174.0,0.0,141.57,ambient,2025-07-01,3,58,6,4,Credit Card,offline,352.2,4.93,20.15,86.72,6.25,18.88,592.5,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",R0203,Stir-Fry Special,Indo-Chinese,88,P00613;P00473;P00026;P00702;P00356;P00502,213 mL;224 mL;228 g;427 g;0.35 kg;409 mL,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,1314.08,0.1077
U0052,jain-friendly,"Mexican,Bengali,Indian",5335,2024-08-14,P00659,Supplements Daily,MTR,baby_food,supplements,g,526.79,1754.0,0.0,526.79,frozen,2025-09-20,402,877,4,1,Cash,online,146.2,2.92,1.48,12.53,0.7,10.4,5.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0053,Stir-Fry Special,Indian,19,P00547;P00597;P00417;P00301;P00205;P00574;P00013,60 g;57 g;0.34 L;332 g;408 g;4 pcs;153 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,770.72,0.6835
U0068,none,Rajasthani,7445,2025-08-03,P00339,Prawns Premium,Aashirvaad,meat_seafood,prawns,g,650.98,1837.0,0.09,592.39,ambient,2025-08-12,9,367,9,5,Debit Card,online,83.4,23.52,13.47,0.0,0.0,0.0,8.9,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,2129.97,0.2781
U0025,vegetarian,"Indo-Chinese,North Indian,Bengali",12378,2024-05-23,P00460,Ghee Fresh,ITC,oils_ghee,ghee,mL,160.7,750.0,0.0,160.7,ambient,2025-05-06,348,250,6,1,Wallet,online,859.0,0.0,99.73,0.0,0.0,0.0,0.0,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",R0016,Chaat Special,Rajasthani,88,P00665;P00275;P00556;P00122;P00538,162 g;338 g;448 g;0.82 kg;144 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,906.4,0.9379
U0026,gluten-free,Punjabi,10726,2025-02-28,P00311,Fish Family,Parle,meat_seafood,fish,pcs,190.62,3.0,0.0,571.86,frozen,2025-03-06,6,3,2,1,Cash,online,236.2,34.39,10.4,0.0,0.0,0.0,15.0,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1318.84,0.4336
U0089,lactose-free,"Gujarati,Hyderabadi",12214,2024-12-09,P00202,Kidney Beans Fresh,Dabur,legumes_pulses,kidney_beans,kg,147.96,0.59,0.18,121.33,ambient,2025-08-19,253,118,6,1,Debit Card,online,297.4,2.33,1.74,69.61,2.78,3.895,3.0,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,273.07,0.4443
U0020,gluten-free,Hyderabadi,8404,2024-03-08,P00712,Frozen Snacks Family,Patanjali,frozen,frozen_snacks,pcs,522.64,22.0,0.0,11498.08,chilled,2024-10-07,213,22,7,3,Debit Card,online,210.1,4.03,19.71,12.46,1.53,5.06,575.1,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,21946.26,0.5239
U0085,gluten-free,Hyderabadi,10557,2025-07-06,P00055,Allium Family,Dabur,vegetables,allium,g,141.74,604.0,0.0,141.74,frozen,2025-07-09,3,302,3,3,UPI,online,28.6,4.03,1.44,7.32,3.62,2.54,21.1,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,141.74,1.0
U0055,lactose-free,Indian,8973,2024-04-16,P00647,Ketchup Select,Patanjali,condiments,ketchup,mL,38.72,1072.0,0.05,36.78,frozen,2025-03-25,343,214,1,5,Cash,online,174.0,2.0,1.63,8.62,2.64,15.92,939.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,259.81,0.8353
U0066,vegan,"Bengali,Rajasthani,Goan",6909,2024-09-17,P00346,Prawns Select,Dabur,meat_seafood,prawns,pcs,284.79,5.0,0.0,1423.95,chilled,2024-09-26,9,5,4,5,Cash,offline,205.3,26.66,16.44,0.0,0.0,0.0,48.6,"gluten-free,keto,lactose-free,nut-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1423.95,1.0
U0073,"gluten-free,vegetarian","Rajasthani,Mexican",8555,2024-04-01,P00009,Berries Select,MTR,fruits,berries,pcs,216.46,5.0,0.18,887.49,chilled,2024-04-08,7,5,5,3,Cash,offline,32.3,0.35,0.66,13.03,2.49,9.18,6.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1104.71,0.8034
U0064,egg-free,Rajasthani,14610,2024-01-09,P00048,Tropical Fresh,Del Monte,fruits,tropical,kg,33.89,1.27,0.14,29.15,chilled,2024-01-14,5,254,7,3,Credit Card,online,44.3,0.96,0.24,16.22,2.83,4.3,2.6,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0112,Wrap Chef's Pick,Maharashtrian,66,P00475;P00382;P00363;P00261;P00125,444 mL;0.42 kg;479 g;3 pcs;1.21 kg,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,866.93,0.0336
U0053,"gluten-free,vegetarian","Punjabi,Indian",7366,2024-05-27,P00290,Cakes Fresh,Parle,bakery,cakes,g,43.57,658.0,0.05,41.39,chilled,2024-05-31,4,219,7,5,Credit Card,online,263.5,4.31,10.93,64.7,0.6,9.15,291.2,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,41.39,1.0
U0032,"gluten-free,vegetarian","Maharashtrian,Rajasthani,Indo-Chinese",5726,2024-11-16,P00264,Cookies Fresh,Borges,bakery,cookies,g,191.85,1505.0,0.0,191.85,ambient,2024-11-21,5,752,7,4,Credit Card,offline,467.7,12.16,15.68,84.34,4.09,42.17,261.5,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,305.84,0.6273
U0102,gluten-free,"Italian,Maharashtrian,Rajasthani",5398,2024-07-29,P00119,Rice Premium,MTR,grains,rice,g,48.08,1535.0,0.05,45.68,frozen,2025-09-11,409,307,5,1,NetBanking,offline,267.7,4.03,5.29,62.45,3.45,0.85,6.1,"egg-free,gluten-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,4920.13,0.0093
U0023,keto,Indo-Chinese,5190,2024-03-29,P00687,Cereals Fresh,Maggi,baby_food,cereals,g,253.03,998.0,0.0,253.03,chilled,2024-07-16,109,199,9,4,Wallet,online,85.7,4.24,1.25,16.68,2.56,5.84,24.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0071,Cutlets Homestyle,Bengali,75,P00105;P00399;P00689;P00421,210 g;0.83 kg;302 g;288 mL,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,861.11,0.2938
U0115,lactose-free,"Rajasthani,Italian,Maharashtrian",9067,2024-10-04,P00524,Condiment Select,Fortune,spices_masala,condiment,kg,144.66,3.66,0.0,144.66,frozen,2025-10-25,386,1220,5,1,NetBanking,offline,212.6,16.71,5.29,42.18,28.75,0.36,113.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,467.4,0.3095
U0110,"egg-free,vegetarian","Gujarati,Goan,Mexican",11461,2025-05-12,P00546,Paste Family,Haldiram,spices_masala,paste,kg,72.6,0.49,0.17,60.26,chilled,2026-03-13,305,245,2,5,Cash,online,336.4,12.92,0.17,64.15,28.17,3.39,44.3,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,620.61,0.0971
U0055,lactose-free,Indian,8973,2025-05-20,P00058,Allium Family,Nandini,vegetables,allium,pcs,198.71,10.0,0.0,1987.1,chilled,2025-05-26,6,10,1,1,Cash,online,37.9,2.27,0.81,4.0,1.44,5.21,13.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,8815.93,0.2254
U0106,"gluten-free,vegetarian","South Indian,Mediterranean,Bengali",12443,2024-06-09,P00710,Frozen Meat Premium,Parle,frozen,frozen_meat,kg,398.85,1.45,0.0,398.85,chilled,2025-09-08,456,483,5,3,Cash,online,40.2,5.03,7.45,21.93,4.97,0.89,691.1,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1232.03,0.3237
U0035,jain-friendly,Italian,13654,2024-03-27,P00426,Coffee Daily,Patanjali,beverages,coffee,mL,263.25,1509.0,0.1,236.93,ambient,2025-02-09,319,301,3,4,Cash,online,45.5,4.03,0.34,4.21,0.33,12.92,10.5,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,522.21,0.4537
U0001,none,Indian,4071,2024-02-25,P00517,Blended Masala Premium,Haldiram,spices_masala,blended_masala,kg,69.47,1.96,0.06,65.3,frozen,2024-11-12,261,980,7,3,Credit Card,online,399.6,19.47,3.54,40.12,20.55,2.35,37.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,2625.36,0.2447
U0027,nut-free,"Mediterranean,Indo-Chinese",7828,2024-07-27,P00083,Root Family,Del Monte,vegetables,root,g,71.47,276.0,0.0,71.47,chilled,2024-08-01,5,69,9,5,NetBanking,online,56.6,2.49,0.3,7.9,3.55,4.11,22.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,2778.93,0.0257
U0019,gluten-free,"South Indian,Thai",13076,2025-01-29,P00268,Buns Daily,Maggi,bakery,buns,g,73.84,1120.0,0.2,59.07,chilled,2025-02-01,3,224,6,3,Debit Card,offline,324.2,11.23,2.76,71.97,2.07,12.72,838.5,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,538.15,0.1098
U0090,"egg-free,vegetarian","Italian,Punjabi,North Indian",12987,2024-11-24,P00320,Mutton Family,MTR,meat_seafood,mutton,pcs,235.8,17.0,0.03,3888.34,chilled,2024-12-02,8,17,1,5,Wallet,offline,177.6,33.48,8.61,18.92,0.0,0.0,119.6,"gluten-free,keto,lactose-free,nut-free",R0269,Noodles Express,South Indian,50,P00688;P00601;P00725;P00376,4 pcs;1.4 kg;258 g;50 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,4634.71,0.839
U0015,egg-free,"South Indian,Hyderabadi,Mediterranean",11609,2025-05-30,P00666,Purees Classic,Haldiram,baby_food,purees,g,503.0,796.0,0.0,503.0,frozen,2026-01-31,246,159,7,1,UPI,online,124.6,2.58,5.29,18.05,1.77,5.56,32.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,503.0,1.0
U0110,"egg-free,vegetarian","Gujarati,Goan,Mexican",11461,2025-01-26,P00561,Namkeen Premium,Del Monte,snacks,namkeen,pcs,188.71,12.0,0.08,2083.36,ambient,2025-10-04,251,12,5,5,Cash,offline,514.3,11.07,11.79,54.71,2.0,14.96,401.3,"egg-free,jain-friendly,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,3086.13,0.6751
U0080,gluten-free,"Punjabi,North Indian,Hyderabadi",11037,2024-04-02,P00359,Egg Classic,Fortune,meat_seafood,egg,g,365.59,776.0,0.04,350.97,frozen,2024-04-13,11,388,9,3,Credit Card,offline,137.7,28.16,11.94,0.0,0.0,0.0,89.6,"gluten-free,keto,lactose-free",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,588.83,0.596
U0050,vegetarian,"Gujarati,Thai,Indo-Chinese",12340,2025-02-18,P00517,Blended Masala Premium,Haldiram,spices_masala,blended_masala,kg,418.69,3.96,0.07,389.38,frozen,2026-05-28,464,1320,8,2,Debit Card,online,399.6,19.47,3.54,40.12,20.55,2.35,50.5,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",R0089,Khichdi Fusion,Gujarati,30,P00247;P00089;P00283;P00607;P00496,91 g;444 g;3 pcs;372 mL;376 mL,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,4966.99,0.0784
U0009,egg-free,"Gujarati,Mexican,Indian",5417,2025-01-27,P00704,Frozen Meat Select,Dabur,frozen,frozen_meat,kg,508.33,4.37,0.11,452.41,chilled,2025-08-03,188,2185,4,2,Wallet,online,123.4,4.62,8.83,29.89,0.77,1.56,180.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1360.06,0.3326
U0033,egg-free,"Mediterranean,Indo-Chinese",4105,2025-02-01,P00307,Prawns Classic,Parle,meat_seafood,prawns,g,110.72,1037.0,0.0,110.72,ambient,2025-02-06,5,259,7,3,Debit Card,online,181.3,23.1,20.53,0.0,0.0,0.0,119.6,"gluten-free,keto,lactose-free,nut-free",R0264,Tawa Mix Homestyle,Gujarati,48,P00468;P00661;P00065;P00504;P00394;P00330;P00696,65 g;1 pcs;60 g;360 g;142 g;223 g;5 pcs,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,3208.17,0.0345
U0117,"egg-free,vegetarian","Gujarati,Thai",3447,2024-10-05,P00632,Vinegar Select,Dabur,condiments,vinegar,mL,42.43,716.0,0.09,38.61,frozen,2025-11-22,413,238,2,5,Debit Card,offline,7.8,1.55,2.69,29.79,3.04,22.96,37.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,270.61,0.1427
U0090,"egg-free,vegetarian","Italian,Punjabi,North Indian",12987,2025-04-14,P00177,Chickpeas Select,MTR,legumes_pulses,chickpeas,g,88.41,494.0,0.0,88.41,frozen,2026-06-10,422,247,2,1,Debit Card,online,327.0,1.03,1.36,54.63,5.34,1.9,6.5,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,2122.95,0.0416
U0061,gluten-free,"Mexican,Italian,Thai",14070,2024-06-19,P00721,Frozen Meat Fresh,Kissan,frozen,frozen_meat,g,234.47,1401.0,0.0,234.47,chilled,2025-01-18,213,700,3,3,UPI,online,177.4,3.5,5.71,12.55,2.39,4.04,137.8,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",R0188,Grill Homestyle,Thai,60,P00599;P00037;P00394,0.24 kg;322 g;116 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,234.47,1.0
U0064,egg-free,Rajasthani,14610,2024-08-12,P00083,Root Family,Del Monte,vegetables,root,g,47.88,1393.0,0.0,47.88,frozen,2024-08-20,8,464,2,1,NetBanking,online,56.6,2.49,0.3,7.9,3.55,4.11,22.7,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,1445.36,0.0331
U0006,vegetarian,Rajasthani,13303,2024-12-09,P00044,Stone Daily,Nandini,fruits,stone,g,100.47,1874.0,0.06,94.44,ambient,2024-12-18,9,937,9,5,Debit Card,offline,60.3,0.65,0.01,25.24,4.64,15.68,0.4,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,350.49,0.2695
U0069,vegetarian,Thai,3916,2024-01-22,P00608,Ketchup Classic,Nestle,condiments,ketchup,g,128.16,353.0,0.19,103.81,frozen,2024-07-02,162,70,3,2,Cash,offline,106.7,1.06,1.54,22.7,1.85,14.7,408.5,"egg-free,gluten-free,jain-friendly,keto,lactose-free,nut-free,vegan,vegetarian",Not Specified,Not Specified,Not Specified,50,Not Specified,Not Specified,Not Specified,759.68,0.1366
U0113,vegetarian,Italian,9667,2024-06-07,P00694,Supplements Classic,Kissan,baby_food,supplements,pcs,339.2,1.0,0.0,339.2,chilled,2024-11-09,155,1,4,1,Credit Card,offline,114.1,2.43,2.44,21.95,1.51,10.16,21.9,"egg-free,gluten-free,jain-friendly,keto,lactose-free,vegan,vegetarian",R0275,Poha Chef's Pick,Punjabi,43,P00557;P00250;P00351;P00349;P00445;P00373;P00017,1.35 kg;58 g;291 g;368 g;456 mL;1.12 kg;411 g,Mix ingredients; cook as per recipe; adjust seasoning; serve hot.,691.98,0.4902
